SomaID	num_samples	BETA	SE	P	TargetFullName	Target	UniProt	EntrezGeneID	EntrezGeneSymbol
X4990.87	2989	0.0489798025912027	0.033483600479436	0.143628455603245	Platelet glycoprotein Ib alpha chain	GP1BA	P07359	2811	GP1BA
X4991.12	3066	0.024282127178786	0.0324308319012561	0.454074458069501	Glypican-5	GPC5	P78333	2262	GPC5
X4992.49	3054	0.0171854835854831	0.0303690030848058	0.571511281747954	Granulins	GRN	P28799	2896	GRN
X4993.16	3047	0.0191429992903302	0.0319508380344174	0.549125083166742	Glutathione S-transferase A3	GSTA3	Q16772	2940	GSTA3
X4995.16	3007	0.0164448188525006	0.032142862979038	0.608957410622155	15-hydroxyprostaglandin dehydrogenase [NAD(+)]	HPG-	P15428	3248	HPGD
X4996.66	3079	0.0454974122374538	0.0315616190309151	0.149534268910062	Histidine-rich glycoprotein	HRG	P04196	3273	HRG
X4997.19	3041	-0.0087323844150353	0.0330669798904714	0.791735045947821	Eukaryotic initiation factor 4A-III	IF4A3	P38919	9775	EIF4A3
X5001.6	3027	0.0313497047790948	0.0294626957001307	0.28739300592731	Mammaglobin-B	Mammaglobin 2	O75556	4246	SCGB2A1
X5002.76	2994	0.0181347242664545	0.0316201771605035	0.566337908662933	Matrix metalloproteinase-14	MMP-14	P50281	4323	MMP14
X5004.69	2987	0.0299978863578308	0.0296314330623369	0.311445473121595	Mitogen-activated protein kinase 11	MK11	Q15759	5600	MAPK11
X5005.4	3044	-0.00729669598633065	0.0329227475495017	0.824616301902406	Mitogen-activated protein kinase 12	MK12	P53778	6300	MAPK12
X5006.71	3049	0.0136814205548266	0.0316922789287186	0.665993439489024	Mitogen-activated protein kinase 13	MK13	O15264	5603	MAPK13
X5007.1	3043	0.0656838156300597	0.031540088598017	0.0373764643471242	Mitogen-activated protein kinase 14	MAPK14	Q16539	1432	MAPK14
X5008.51	3057	0.00825290572647448	0.0320484836475461	0.79680018672138	Superoxide dismutase [Mn], mitochondrial	Mn SOD	P04179	6648	SOD2
X5009.11	3052	0.0057134559193091	0.0328806757994293	0.862063105522169	Moesin	Moesin	P26038	4478	MSN
X5011.11	2943	-0.00471229638943853	0.0330152228212423	0.886512496126834	Nicotinamide phosphoribosyltransferase	PBEF	P43490	10135	NAMPT
X5012.67	2968	0.0502111662659782	0.0321430575187825	0.118368571429315	Adenylate kinase isoenzyme 1	Myokinase, human	P00568	203	AK1
X5013.2	3021	0.0285745943418675	0.0318553096987177	0.369784766884148	Chloride intracellular channel protein 1	NCC27	O00299	1192	CLIC1
X5014.49	3064	-0.0273580642797519	0.0326014218366676	0.401441296089463	Cytoplasmic protein NCK1	NCK1	P16333	4690	NCK1
X5015.15	3070	-0.039201756062712	0.0314574211728468	0.212792690993011	Platelet-activating factor acetylhydrolase	PAFAH	Q13093	7941	PLA2G7
X5017.19	3055	0.0188627273273996	0.0333688180508968	0.571925240693697	Peroxiredoxin-5, mitochondrial	Peroxiredoxin-5	P30044	25824	PRDX5
X5018.68	3017	0.0298803339851236	0.0312024629762455	0.33832822198672	Peroxiredoxin-6	Peroxiredoxin-6	P30041	9588	PRDX6
X5019.16	3059	0.0104565369770481	0.0284909007576206	0.713634817836285	Ubiquitin carboxyl-terminal hydrolase isozyme L1	PGP9.5	P09936	7345	UCHL1
X5020.50	3050	0.0391498490032146	0.0317613702123643	0.217811832626444	Phosphoglycerate kinase 1	phosphoglycerate kinase 1	P00558	5230	PGK1
X5021.13	2940	0.0550740188283393	0.032951766345524	0.0947596564314634	Inorganic pyrophosphatase	PPase	Q15181	5464	PPA1
X5023.23	2963	0.0408153761015656	0.031681929161554	0.197748219612431	Adenylosuccinate lyase	PUR8	P30566	158	ADSL
X5024.67	3036	-0.0254011042171514	0.0323743593945352	0.432746703036989	Retinoblastoma-associated protein	Rb	P06400	5925	RB1
X5026.66	3036	0.0251999161273402	0.0324522144553611	0.437500923819077	40S ribosomal protein S3	RS3	P23396	6188	RPS3
X5028.59	3065	0.014847698844644	0.0286777807345523	0.604675872624913	Scavenger receptor cysteine-rich type 1 protein M130	sCD163	Q86VB7	9332	CD163
X5029.3	3020	0.0461499102113151	0.032055092425829	0.15005533866695	Prolyl endopeptidase FAP	SEPR	Q12884	2191	FAP
X5030.52	2994	0.00981668043263196	0.0313387765042682	0.754117426182539	NAD-dependent protein deacetylase sirtuin-2	SIRT2	Q8IXJ6	22933	SIRT2
X5031.10	3028	-0.0110408501784116	0.0332686967866994	0.740011369501003	Spectrin alpha chain, non-erythrocytic 1	SPTA2	Q13813	6709	SPTAN1
X5032.64	3060	-0.0525487726559494	0.0315320665342504	0.0957136084645775	FACT complex subunit SSRP1	SSRP1	Q08945	6749	SSRP1
X5033.27	3039	-0.0156702975892553	0.0332084759776109	0.637049220089142	Tropomyosin alpha-1 chain	Tropomyosin 1 alpha chain	P09493	7168	TPM1
X5034.79	3053	0.0311211774810953	0.0312314567160014	0.3191021432678	Trypsin-2	Trypsin 2	P07478	5645	PRSS2
X5035.7	2851	-0.0366207490293823	0.0342678062980461	0.285312887364888	Thymidylate synthase	TS	P04818	7298	TYMS
X5036.50	3030	-0.0349455653893501	0.0329470417554604	0.288930489208894	Tumor necrosis factor-inducible gene 6 protein	TSG-6	P98066	7130	TNFAIP6
X5060.62	3048	-0.0227076723254882	0.0324283043294499	0.483829972733968	Programmed cell death 1 ligand 1	B7-H1	Q9NZQ7	29126	CD274
X5061.27	3071	0.0245435662209966	0.0322370608022915	0.446509340300924	ICOS ligand	B7-H2	O75144	23308	ICOSLG
X5062.60	3020	-0.0264788727573221	0.0334610006307134	0.428811133006592	CD226 antigen	CD226	Q15762	10666	CD226
X5063.12	3052	-0.0110487449495383	0.0325101882565008	0.733989478028201	Natural killer cell receptor 2B4	CD244	Q9BZW8	51744	CD244
X5065.8	3069	0.0216177205287665	0.031046410833	0.486292147318831	CD83 antigen	CD83	Q01151	9308	CD83
X5066.134	3070	0.0136138927246398	0.0302142298094485	0.652325271186982	CMRF35-like molecule 6	CLM6	Q08708	10871	CD300C
X5069.9	3066	0.0326487533047043	0.0321602878196558	0.310096945133022	Complement decay-accelerating factor	DAF	P08174	1604	CD55
X5070.76	3032	0.0562534519240469	0.0325973575454694	0.0845033095903514	Tumor necrosis factor receptor superfamily member 6B	DcR3	O95407	8771	TNFRSF6B
X5076.53	3070	-0.00112215654603739	0.0327622642115485	0.972678853249787	Ephrin type-A receptor 10	EPHAA	Q5JZY3	284656	EPHA10
X5078.82	3069	0.00798027374139519	0.0324864727954939	0.805970453635342	Ephrin type-B receptor 6	EphB6	O15197	2051	EPHB6
X5080.131	2903	0.0578654497181983	0.0319576996969087	0.0702934862218696	Transmembrane glycoprotein NMB:Extracellular domain	GPNMB:ECD	Q14956	10457	GPNMB
X5082.51	2995	-0.0382802460196728	0.0288770104537625	0.185064309745004	X-linked interleukin-1 receptor accessory protein-like 2	IL-1 sR9	Q9NP60	26280	IL1RAPL2
X5084.154	2870	0.0462418255962561	0.034126657433933	0.175523450174349	Interleukin-17 receptor B	IL-17B R	Q9NRM6	55540	IL17RB
X5085.18	3050	-0.00902440019565992	0.0321952751641023	0.779265023495797	Interleukin-20 receptor subunit alpha	IL-20 Ra	Q9UHF4	53832	IL20RA
X5087.5	3051	0.0482416295551258	0.0329115590909914	0.142808028662613	Interleukin-22 receptor subunit alpha-2	IL-22BP	Q969J5	116379	IL22RA2
X5088.175	3038	-0.0445051390470037	0.0320350413044845	0.164855296020023	Interleukin-23 receptor	IL-23 R	Q5VWK5	149233	IL23R
X5089.11	3051	-0.039381698373005	0.0328089255944116	0.230103478804383	Interleukin-7 receptor subunit alpha	IL-7 Ra	P16871	3575	IL7R
X5090.49	3043	0.00332596186515322	0.0320949951042353	0.917470931030434	Leukocyte immunoglobulin-like receptor subfamily B member 1	ILT-2	Q8NHL6	10859	LILRB1
X5091.28	3070	0.0311863515709991	0.0284406834094333	0.272929369476537	Leukocyte immunoglobulin-like receptor subfamily B member 2	ILT-4	Q8N423	10288	LILRB2
X5092.51	3076	0.000173056690843744	0.0319541588459954	0.995679208848467	Protein jagged-1:Extracellular domain	JAG1:ECD	P78504	182	JAG1
X5093.47	3039	-0.0487630066442632	0.032779973297699	0.136965141035469	Protein jagged-2	JAG2	Q9Y219	3714	JAG2
X5094.62	3024	0.0638163247381404	0.0328037341704739	0.0518206167302284	Junctional adhesion molecule-like	JAML1	Q86YT9	120425	JAML
X5095.21	2277	-0.0379721838171769	0.0372912133741013	0.308663663900142	Killer cell immunoglobulin-like receptor 2DL4	KI2L4	Q99706	3805	KIR2DL4
X5096.51	3051	-0.0442880365884058	0.0322930051045573	0.170338619830678	Killer cell immunoglobulin-like receptor 3DL2	KI3L2	P43630	3812	KIR3DL2
X5097.14	3038	-0.0426230077723362	0.0327117710836889	0.192679049133021	Killer cell immunoglobulin-like receptor 3DS1	KI3S1	Q14943	3813	KIR3DS1
X5098.79	3056	-0.0170683247736205	0.0329716238097819	0.604728424713585	Killer cell lectin-like receptor subfamily F member 1	KLRF1	Q9NZS2	51348	KLRF1
X5099.14	2874	0.0377284373235608	0.0330696324497141	0.254016522182059	Lymphocyte activation gene 3 protein	LAG-3	P18627	3902	LAG3
X5100.53	3047	-0.0229482517948274	0.032829992138973	0.484604286062924	Lysosome membrane protein 2	LIMP II	Q14108	950	SCARB2
X5102.55	3029	0.00563040945267363	0.0330415238489413	0.864703890174551	MHC class I polypeptide-related sequence B	MICB	Q29980	4277	MICB
X5103.30	3036	-0.0166290652645346	0.0331747294901538	0.616226994651553	Cell surface glycoprotein CD200 receptor 1:Isoform 4, Extracellular Domain	MO2R1:ECD	Q8TD46	131450	CD200R1
X5104.57	2878	0.00634953878646066	0.0315009359156604	0.840269903140181	Natural cytotoxicity triggering receptor 1	NKp46	O76036	9437	NCR1
X5105.2	3058	-0.00630365346404237	0.0329955724185114	0.848502813790501	Reticulon-4 receptor	Nogo Receptor	Q9BZR6	65078	RTN4R
X5106.52	3062	0.0201731046047822	0.0314933968372624	0.521863340220179	Neurogenic locus notch homolog protein 2	NOTC2	Q04721	4853	NOTCH2
X5107.7	3065	0.0456163521532725	0.0326159517572712	0.162038132290947	Neurogenic locus notch homolog protein 1	Notch 1	P46531	4851	NOTCH1
X5108.72	3064	0.0144452726594082	0.0319475873472769	0.651189414089101	Neurogenic locus notch homolog protein 3	Notch-3	Q9UM47	4854	NOTCH3
X5109.24	3071	-0.0233483112118235	0.0320304539896461	0.466093923040809	Neuronal cell adhesion molecule	Nr-CAM	Q92823	4897	NRCAM
X5110.84	3074	-0.00404964838147603	0.0324943217143435	0.900827609201696	Neurexin-1-beta	NRX1B	P58400	9378	NRXN1
X5111.15	3030	-0.00306687417074978	0.0330544822392173	0.926082633380034	Neurexin-3-beta	NRX3B	Q9HDB5	9369	NRXN3
X5112.73	3075	-0.0108523183400698	0.0325704505183368	0.739009875213329	OX-2 membrane glycoprotein	OX2G	P41217	4345	CD200
X5114.65	3030	0.00832845647083983	0.0322599591190922	0.796295755094522	Prolactin receptor	Prolactin Receptor	P16471	5618	PRLR
X5115.31	2898	0.0241823887265185	0.0327072700080569	0.459750038324531	Tumor necrosis factor receptor superfamily member 19L	RELT	Q969Z4	84957	RELT
X5116.62	3065	0.00596603811275285	0.0326388437131789	0.854975399866999	Roundabout homolog 2	ROBO2	Q9HCK4	6092	ROBO2
X5117.14	3060	-0.0522302076217337	0.0321753866049035	0.104630028933184	Roundabout homolog 3	ROBO3	Q96MS0	64221	ROBO3
X5121.3	3068	-0.00640475994178442	0.0329130040537795	0.845721755181896	Semaphorin-6B	SEM6B	Q9H3T3	10501	SEMA6B
X5122.92	2902	0.0162426553700238	0.0340731505246041	0.633612365432442	Semaphorin-6A	Semaphorin-6A	Q9H2E6	57556	SEMA6A
X5124.62	2900	-0.000849671335200136	0.0335974178722153	0.97982558381593	Intercellular adhesion molecule 5	sICAM-5	Q9UMF0	7087	ICAM5
X5124.69	2288	-0.0154104006900005	0.0375389569512388	0.681465298004768	Intercellular adhesion molecule 5	sICAM-5	Q9UMF0	7087	ICAM5
X5125.6	2803	0.00198075042479769	0.0346126264173869	0.954369101365581	Sialic acid-binding Ig-like lectin 14	SIG14	Q08ET2	100049587	SIGLEC14
X5128.53	3036	0.0310371702274407	0.0324564672828303	0.339012413336529	SLAM family member 6	SLAF6	Q96DU3	114836	SLAMF6
X5129.12	3066	0.0320691269747473	0.0323075109099155	0.320973643848284	Scavenger receptor class F member 1	SREC-I	Q14162	8578	SCARF1
X5131.15	3075	0.0303110983460274	0.0302512853673355	0.316434270252077	Tumor necrosis factor receptor superfamily member 19	TAJ	Q9NS68	55504	TNFRSF19
X5132.71	3077	0.0462342344687891	0.0324827944462441	0.154738514542171	Interleukin-27 receptor subunit alpha	TCCR	Q6UWB1	9466	IL27RA
X5133.17	2999	-0.0265722473804354	0.0335923521701038	0.428995112408487	TGF-beta receptor type-2	TGF-b R II	P37173	7048	TGFBR2
X5134.52	3058	-0.0135529999885359	0.0308056193694004	0.660003148543492	Hepatitis A virus cellular receptor 2	TIMD3	Q8TDQ0	84868	HAVCR2
X5138.50	2989	-0.0272444183012327	0.033423171292853	0.415060316861008	Tumor necrosis factor receptor superfamily member 12A	TWEAKR	Q9NP84	51330	TNFRSF12A
X5139.32	3070	0.0080956366225857	0.0326499217954596	0.804187752847778	Netrin receptor UNC5C	UNC5H3	O95185	8633	UNC5C
X5140.56	2891	0.0270323039684992	0.0337063613354942	0.422622983893939	Netrin receptor UNC5D	UNC5H4	Q6UXZ4	137970	UNC5D
X5178.5	3057	0.0762923434640334	0.0322733360130234	0.01814442415789	High affinity cAMP-specific 3',5'-cyclic phosphodiesterase 7A	PDE7A	Q13946	5150	PDE7A
X5183.53	3062	0.00484027265261513	0.0322292137788886	0.880630414026002	AMP Kinase (alpha1beta1gamma1)	AMPK a1b1g1	Q13131|Q9Y478|P54619	5562|5564|5571	PRKAA1|PRKAB1|PRKAG1
X5193.51	2893	-0.0565184664972655	0.0340034231356857	0.096594117731046	GTPase KRas	K-ras	P01116	3845	KRAS
X5196.7	2992	0.013883005370597	0.0334255798800209	0.677922579340337	Glycylpeptide N-tetradecanoyltransferase 1	NMT1	P30419	4836	NMT1
X5201.50	3015	0.000362525002374487	0.0315861818342942	0.990843384899785	High affinity cGMP-specific 3',5'-cyclic phosphodiesterase 9A	PDE9A	O76083	5152	PDE9A
X5202.4	2998	0.0455928354155798	0.032950888331542	0.166566621503421	Peptidyl-prolyl cis-trans isomerase D	PPID	Q08752	5481	PPID
X5204.13	3045	0.0511201054346391	0.0331955239616296	0.123672716167099	Proteasome activator complex subunit 3	PSME3	P61289	10197	PSME3
X5223.59	3045	-0.0165514026037833	0.0327729000171532	0.613572453573134	Glucokinase regulatory protein	GCKR	Q14397	2646	GCKR
X5225.50	3000	-0.00178212041211882	0.0301350546478322	0.952846343688853	Casein kinase II 2-alpha:2-beta heterotetramer	CK2-A1:B	P68400|P67870	1457|1460	CSNK2A1|CSNK2B
X5226.36	3019	-0.0216380625604423	0.0317306849908852	0.49533695227997	Casein kinase II 2-alpha':2-beta heterotetramer	CK2-A2:B	P19784|P67870	1459|1460	CSNK2A2|CSNK2B
X5228.25	3037	0.0458910842963748	0.0333164392210988	0.168481725744189	Kinesin-like protein KIF23	KIF23	Q02241	9493	KIF23
X5229.90	3029	0.00116314445420805	0.0318276425050356	0.970850150053518	Inosine-5'-monophosphate dehydrogenase 1	IMDH1	P20839	3614	IMPDH1
X5230.99	3056	-0.00920710002660667	0.0330024413053292	0.78027741425282	3-hydroxy-3-methylglutaryl-coenzyme A reductase	HMGR	P04035	3156	HMGCR
X5231.79	3070	0.0115524768084022	0.0326147394472812	0.723205863533402	Proprotein convertase subtilisin/kexin type 9	PCSK9	Q8NBP7	255738	PCSK9
X5236.2	3064	-0.0382465343373239	0.0328313305043301	0.244134873133222	Nuclear receptor subfamily 1 group D member 1	NR1D1	P20393	9572	NR1D1
X5238.26	3044	0.0112047469463153	0.0327536304425682	0.732305708618622	Peptidyl-prolyl cis-trans isomerase E	PPIE	Q9UNP9	10450	PPIE
X5242.37	3033	0.0892939587652554	0.0316353027744071	0.00479489876318076	Dual specificity mitogen-activated protein kinase kinase 4	MP2K4	P45985	6416	MAP2K4
X5245.40	2832	-0.0299647258917918	0.0332548456792317	0.36763205361889	AMP Kinase (alpha2beta2gamma1)	AMPK a2b2g1	P54646|O43741|P54619	5563|5565|5571	PRKAA2|PRKAB2|PRKAG1
X5246.64	2802	-0.00351563149222215	0.0343616027957865	0.91851580559935	cGMP-dependent 3',5'-cyclic phosphodiesterase	cGMP-stimulated PDE	O00408	5138	PDE2A
X5248.68	3043	0.0377675620129452	0.0328581501987775	0.25047730085591	Peptidyl-prolyl cis-trans isomerase F, mitochondrial	Cyclophilin F	P30405	10105	PPIF
X5249.31	2789	-0.0276406001785551	0.0344745019181232	0.422755444169898	Serine/threonine-protein kinase 17B	DRAK2	O94768	9262	STK17B
X5250.53	2873	0.0457160920465864	0.0330919204691951	0.167237550134076	Inosine-5'-monophosphate dehydrogenase 2	IMDH2	P12268	3615	IMPDH2
X5252.33	3017	0.00896231572529304	0.0308868848026461	0.771709601411867	Dual 3',5'-cyclic-AMP and -GMP phosphodiesterase 11A	PDE11	Q9HCR9	50940	PDE11A
X5253.1	2993	-0.0356352210520666	0.0329374149917731	0.279381938994523	Calcium/calmodulin-dependent 3',5'-cyclic nucleotide phosphodiesterase 1A	PDE1A	P54750	5136	PDE1A
X5254.69	3028	0.0236150076617455	0.0319899986397385	0.46045091814282	cGMP-inhibited 3',5'-cyclic phosphodiesterase A	PDE3A	Q14432	5139	PDE3A
X5255.22	2851	-0.0125998928007062	0.0344402418357008	0.714505958450151	cAMP-specific 3',5'-cyclic phosphodiesterase 4D	PDE4D	Q08499	5144	PDE4D
X5256.86	3030	0.00289980902238299	0.0323970732639654	0.928683885728543	cGMP-specific 3',5'-cyclic phosphodiesterase	PDE5A	O76074	8654	PDE5A
X5259.2	2784	-0.0389547373111209	0.0334582743086396	0.244412198349501	Mitogen-activated protein kinase kinase kinase 7:TGF-beta-activated kinase 1 and MAP3K7-binding protein 1 fusion	TAK1-TAB1	O43318|Q15750	6885|10454	MAP3K7|TAB1
X5260.80	3018	-0.0274871842579049	0.0319746155649667	0.390047461874974	Non-receptor tyrosine-protein kinase TYK2	TYK2	P29597	7297	TYK2
X5261.13	2993	0.0233134085730323	0.0331454575251467	0.481882600894252	Abelson tyrosine-protein kinase 2	ABL2	P42684	27	ABL2
X5262.57	2788	-0.0559774972597458	0.0339804124895672	0.0996009014473882	Breast cancer anti-estrogen resistance protein 3:Src Homology domain	BCAR3:SH2	O75815	8412	BCAR3
X5264.65	2785	-0.0561085772930125	0.0345566347288157	0.104560662013374	Calreticulin	calreticulin	P27797	811	CALR
X5265.12	2935	-0.00804649376769324	0.0337703509425035	0.811687763881048	GRB2-related adapter protein 2	GRB2-related adapter protein 2	O75791	9402	GRAP2
X5268.49	2964	-0.00395440020553611	0.0334507691336375	0.905904987487733	Matrix metalloproteinase-16	MMP-16	P51512	4325	MMP16
X5272.55	3057	0.0328796755401593	0.0287170639283177	0.252319392906274	SHC-transforming protein 1:Src Homology domain	SHC1:SH2	P29353	6464	SHC1
X5275.28	3037	-0.00848365362356033	0.0299686533012675	0.777131756604446	Proto-oncogene vav	VAV	P15498	7409	VAV1
X5280.68	3035	0.0152682188768099	0.0332745827970402	0.646371283559061	Mitochondrial glutamate carrier 2	GHC2	Q9H1K4	83733	SLC25A18
X5301.7	3022	-0.0129290645816663	0.0323902857841438	0.689800224881815	Eotaxin	Eotaxin	P51671	6356	CCL11
X5307.12	3061	0.0535414344517776	0.0315510912262371	0.0898039957865531	Coagulation factor IXab	Coagulation Factor IXab	P00740	2158	F9
X5312.49	3060	0.0598179464462164	0.0329030322318916	0.0691618155742927	Apolipoprotein E (isoform E2)	Apo E2	P02649	348	APOE
X5315.22	2861	-0.027693499898275	0.0342577977074161	0.418936786733062	Troponin T, cardiac muscle	Troponin T	P45379	7139	TNNT2
X5316.54	3039	0.0203382936491365	0.0327029054844863	0.53404760058979	Prothrombin	Prothrombin	P00734	2147	F2
X5337.64	3032	0.0486077739992729	0.0326375899679298	0.136508573163824	T-lymphocyte activation antigen CD86	B7-2	P42081	942	CD86
X5339.49	3007	-0.0298117629509679	0.0321989154536084	0.35459262649118	Protein S100-A9	calgranulin B	P06702	6280	S100A9
X5340.24	3066	0.0380962165414574	0.0326908165516415	0.243969285079314	Caspase-10:region 1	Caspase-10:region 1	Q92851	843	CASP10
X5343.74	3065	0.0055151951398101	0.0311670985756202	0.859555017199209	Carboxypeptidase E	CBPE	P16870	1363	CPE
X5346.24	3071	-0.010880869340266	0.0312590735947134	0.727799143527621	Copine-1:Ca2+-dependent membrane-targeting module domains 1 and 2	CPNE1:C2, 1 and 2	Q99829	8904	CPNE1
X5347.59	3027	-0.00523920120639528	0.0333611142350081	0.87521985017902	G2/mitotic-specific cyclin-B1	Cyclin B1	P14635	891	CCNB1
X5349.69	3068	0.0232657376413547	0.0322945790582648	0.47132043425324	Delta-like protein 1	DLL1	O00548	28514	DLL1
X5350.14	3070	0.029243916895365	0.0320082709044824	0.36098050828384	Glypican-6	GPC6	Q9Y625	10082	GPC6
X5351.52	3040	0.0130045085871427	0.0269481312500617	0.629432276084566	Heterogeneous nuclear ribonucleoproteins A2/B1	hnRNP A2/B1	P22626	3181	HNRNPA2B1
X5352.11	3026	0.0284135271712057	0.0329498744506531	0.388577316419033	Tumor necrosis factor receptor superfamily member 14	HVEM	Q92956	8764	TNFRSF14
X5354.11	3059	0.00836325686368973	0.0317513578078663	0.792261451067908	Keratin, type I cytoskeletal 18	Keratin 18	P05783	3875	KRT18
X5355.69	3062	0.00646342233707718	0.0321332223062651	0.840599053912804	Tumor necrosis factor ligand superfamily member 14	LIGHT	O43557	8740	TNFSF14
X5356.2	2873	0.0394156150575575	0.0333393941808149	0.237204038719366	Macrophage migration inhibitory factor	MIF	P14174	4282	MIF
X5357.60	3066	-0.00801499814710804	0.0329863079369285	0.808037667222146	Neuroligin-4, X-linked	NLGNX	Q8N0W4	57502	NLGN4X
X5358.3	3070	0.0169239094865694	0.0319080682948977	0.595876213812007	Osteomodulin	OMD	Q99983	4958	OMD
