Analytes	ENSG_ID	Gene	Start	End	CHR	SeqId	SeqIdVersion	SomaId	TargetFullName	Target	UniProt	EntrezGeneID	EntrezGeneSymbol	NormGroup	Strand	Type
X9366.54	ENSG00000103522	IL21R	27402174	27452042	16	9366-54	3	SL004847	Interleukin-21 receptor	IL-21 sR	Q9HBE5	50615	IL21R	S2	1	protein_coding
X9368.64	ENSG00000144771	LRTM1	54918231	54967088	3	9368-64	3	SL017470	Leucine-rich repeat and transmembrane domain-containing protein 1	LRTM1	Q9HBL6	57408	LRTM1	S2	-1	protein_coding
X9369.174	ENSG00000148948	LRRC4C	40114203	41459773	11	9369-174	3	SL014109	Leucine-rich repeat-containing protein 4C	NGL1	Q9HCJ2	57689	LRRC4C	S2	-1	protein_coding
X9370.69	ENSG00000137563	GGH	63014881	63039407	8	9370-69	3	SL006682	Gamma-glutamyl hydrolase	GGH	Q92820	8836	GGH	S2	-1	protein_coding
X9372.157	ENSG00000149573	MPZL2	118253416	118264536	11	9372-157	3	SL014627	Myelin protein zero-like protein 2	MPZL2	O60487	10205	MPZL2	S2	-1	protein_coding
X9374.24	ENSG00000053438	NNAT	37521206	37523690	20	9374-24	3	SL017486	Neuronatin	NNAT	Q16517	4826	NNAT	S1	1	protein_coding
X9377.25	ENSG00000049130	KITLG	88492793	88580851	12	9377-25	3	SL002787	Kit ligand	SCF	P21583	4254	KITLG	S2	-1	protein_coding
X9378.6	ENSG00000130720	FIBCD1	130902438	130939286	9	9378-6	3	SL017513	Fibrinogen C domain-containing protein 1	FBCD1	Q8N539	84929	FIBCD1	S1	-1	protein_coding
X9379.248	ENSG00000184785	SMIM10	134990991	134992473	X	9379-248	3	SL017478	Small integral membrane protein 10	CX069	Q96HG1	644538	SMIM10	S2	1	protein_coding
X9380.2	ENSG00000138308	PLA2G12B	72934762	72954806	10	9380-2	3	SL003846	Group XIIB secretory phospholipase A2-like protein	sPLA(2)-XIII	Q9BX93	84647	PLA2G12B	S2	-1	protein_coding
X9383.24	ENSG00000064886	CHI3L2	111200771	111243440	1	9383-24	3	SL012505	Chitinase-3-like protein 2	CH3L2	Q15782	1117	CHI3L2	S2	1	protein_coding
X9384.17	ENSG00000164047	CAMP	48223347	48225491	3	9384-17	3	SL009204	Cathelicidin antimicrobial peptide	Cathelicidin peptide	P49913	820	CAMP	S2	1	protein_coding
X9385.4	ENSG00000171298	GAA	80101533	80119881	17	9385-4	3	SL005431	Lysosomal alpha-glucosidase	GAA	P10253	2548	GAA	S1	1	protein_coding
X9386.42	ENSG00000174521	TTC9B	40216058	40218384	19	9386-42	3	SL010981	Tetratricopeptide repeat protein 9B	TTC9B	Q8N6N2	148014	TTC9B	S1	-1	protein_coding
X9388.18	ENSG00000124370	MCEE	71109684	71130239	2	9388-18	3	SL017468	Methylmalonyl-CoA epimerase, mitochondrial	MCEE	Q96PE7	84693	MCEE	S2	-1	protein_coding
X9391.60	ENSG00000102109	PCSK1N	48831096	48835610	X	9391-60	3	SL008370	ProSAAS	PCSK1	Q9UHG2	27344	PCSK1N	S2	-1	protein_coding
X9392.43	ENSG00000071073	MGAT4A	98619106	98731132	2	9392-43	3	SL007802	Alpha-1,3-mannosyl-glycoprotein 4-beta-N-acetylglucosaminyltransferase A	MGT4A	Q9UM21	11320	MGAT4A	S1	-1	protein_coding
X9394.19	ENSG00000104324	CPQ	96645242	97149654	8	9394-19	3	SL005492	Carboxypeptidase Q	Aminopeptidase	Q9Y646	10404	CPQ	S2	1	protein_coding
X9398.30	ENSG00000197487	GALP	56176008	56185775	19	9398-30	3	SL012858	Galanin-like peptide	GALP	Q9UBC7	85569	GALP	S1	1	protein_coding
X9400.40	ENSG00000178934	LGALS7B	38789200	38791754	19	9400-40	3	SL005166	Galectin-7	Galectin-7	P47929	3963	LGALS7	S2	1	protein_coding
X9401.57	ENSG00000186854	TRABD2A	84821650	84907008	2	9401-57	3	SL017497	Metalloprotease TIKI1	CB089	Q86V40	129293	TRABD2A	S2	-1	protein_coding
X9402.18	ENSG00000164465	DCBLD1	117453817	117569858	6	9402-18	3	SL017500	Discoidin, CUB and LCCL domain-containing protein 1	DCBD1	Q8N8Z6	285761	DCBLD1	S2	1	protein_coding
X9409.11	ENSG00000172236	TPSAB1	1239266	1242554	16	9409-11	3	SL014971	Tryptase beta-1	TRYB1	Q15661	7177	TPSAB1	S2	1	protein_coding
X9412.52	ENSG00000114739	ACVR2B	38453890	38493142	3	9412-52	3	SL004130	Activin receptor type-2B	Activin RIIB	Q13705	93	ACVR2B	S1	1	protein_coding
X9416.77	ENSG00000135678	CPM	68842197	68971570	12	9416-77	3	SL008646	Carboxypeptidase M	CBPM	P14384	1368	CPM	S2	-1	protein_coding
X9426.73	ENSG00000115738	ID2	8678845	8684461	2	9426-73	3	SL007347	DNA-binding protein inhibitor ID-2	ID2	Q02363	3398	ID2	S1	1	protein_coding
X9436.2	ENSG00000125968	ID1	31573014	31606515	20	9436-2	3	SL005354	DNA-binding protein inhibitor ID-1	ID-1	P41134	3397	ID1	S1	1	protein_coding
X9443.137	ENSG00000143387	CTSK	150794880	150809577	1	9443-137	3	SL004059	Cathepsin K	cathepsin K	P43235	1513	CTSK	S2	-1	protein_coding
X9444.70	ENSG00000183628	DGCR6	18906028	18914238	22	9444-70	3	SL019049	Protein DGCR6	DGCR6	Q14129	8214	DGCR6	S1	1	protein_coding
X9445.44	ENSG00000177025	C19orf18	57958437	57974534	19	9445-44	3	SL018400	Uncharacterized protein C19orf18	CS018	Q8NEA5	147685	C19orf18	S1	-1	protein_coding
X9449.150	ENSG00000123838	C4BPA	207104233	207144972	1	9449-150	3	SL015989	C4b-binding protein alpha chain	C4b-binding protein alpha chain	P04003	722	C4BPA	S2	1	protein_coding
X9450.18	ENSG00000111328	CDK2AP1	123250112	123272334	12	9450-18	3	SL019015	Cyclin-dependent kinase 2-associated protein 1	CDKA1	O14519	8099	CDK2AP1	S1	-1	protein_coding
X9451.20	ENSG00000169344	UMOD	20333051	20356301	16	9451-20	3	SL005386	Uromodulin	Uromodulin	P07911	7369	UMOD	S2	-1	protein_coding
X9453.12	ENSG00000173511	VEGFB	64234584	64239264	11	9453-12	3	SL005232	Vascular endothelial growth factor B	VEGF-B	P49765	7423	VEGFB	S2	1	protein_coding
X9456.34	ENSG00000164485	IL22RA2	137143820	137173648	6	9456-34	3	SL005183	Interleukin-22 receptor subunit alpha-2	IL-22BP	Q969J5	116379	IL22RA2	S1	-1	protein_coding
X9457.3	ENSG00000105971	CAV2	116287380	116508541	7	9457-3	3	SL014826	Caveolin-2	CAV2	P51636	858	CAV2	S1	1	protein_coding
X9459.7	ENSG00000026103	FAS	88953813	89029605	10	9459-7	3	SL002731	Tumor necrosis factor receptor superfamily member 6	Fas, soluble	P25445	355	FAS	S2	1	protein_coding
X9461.2	ENSG00000105371	ICAM4	10286955	10288522	19	9461-2	3	SL010843	Intercellular adhesion molecule 4	ICAM4	Q14773	3386	ICAM4	S2	1	protein_coding
X9468.8	ENSG00000169223	LMAN2	177315805	177351840	5	9468-8	3	SL005403	Vesicular integral-membrane protein VIP36	Lectin, mannose-binding 2	Q12907	10960	LMAN2	S2	-1	protein_coding
X9470.15	ENSG00000053328	METTL24	110243940	110358349	6	9470-15	3	SL019035	Methyltransferase-like protein 24	MET24	Q5JXM2	728464	METTL24	S2	-1	protein_coding
X9474.22	ENSG00000161944	ASGR2	7101322	7115700	17	9474-22	3	SL008489	Asialoglycoprotein receptor 2	ASGR2	P07307	433	ASGR2	S1	-1	protein_coding
X9475.22	ENSG00000224586	GPX5	28525881	28534955	6	9475-22	3	SL007043	Epididymal secretory glutathione peroxidase	GPX5	O75715	2880	GPX5	S1	1	protein_coding
X9478.69	ENSG00000161542	PRPSAP1	76309478	76384521	17	9478-69	3	SL009434	Phosphoribosyl pyrophosphate synthase-associated protein 1	KPRA	Q14558	5635	PRPSAP1	S1	-1	protein_coding
X9482.110	ENSG00000170502	NUDT9	87422573	87459455	4	9482-110	3	SL019017	ADP-ribose pyrophosphatase, mitochondrial	NUDT9	Q9BW91	53343	NUDT9	S2	1	protein_coding
X9484.75	ENSG00000046604	DSG2	31497624	31551351	18	9484-75	3	SL004857	Desmoglein-2	Desmoglein-2	Q14126	1829	DSG2	S2	1	protein_coding
X9486.13	ENSG00000178591	DEFB125	87250	97094	20	9486-13	3	SL012693	Beta-defensin 125	DB125	Q8N687	245938	DEFB125	S1	1	protein_coding
X9487.60	ENSG00000118702	GHRH	37251086	37261819	20	9487-60	3	SL005255	Somatoliberin	Growth hormone-releasing factor	P01286	2691	GHRH	S1	-1	protein_coding
X9490.3	ENSG00000174749	FAM241A	112145454	112195256	4	9490-3	3	SL019024	Uncharacterized protein C4orf32	CD032	Q8N8J7	132720	FAM241A	S2	1	protein_coding
X9495.10	ENSG00000189377	CXCL17	42428278	42442946	19	9495-10	3	SL014408	C-X-C motif chemokine 17	VCC1	Q6UXB2	284340	CXCL17	S1	-1	protein_coding
X9503.1	ENSG00000204640	NMS	100470482	100483280	2	9503-1	3	SL012547	Neuromedin-S	NMS	Q5H8A3	129521	NMS	S2	1	protein_coding
X9504.19	ENSG00000069974	RAB27A	55202966	55319113	15	9504-19	3	SL008535	Ras-related protein Rab-27A	RB27A	P51159	5873	RAB27A	S2	-1	protein_coding
X9506.10	ENSG00000100342	APOL1	36253071	36267530	22	9506-10	3	SL005699	Apolipoprotein L1	Apo L1	O14791	8542	APOL1	S2	1	protein_coding
X9507.55	ENSG00000137440	FGFBP1	15935577	15938740	4	9507-55	3	SL011828	Fibroblast growth factor-binding protein 1	FGFP1	Q14512	9982	FGFBP1	S1	-1	protein_coding
X9509.4	ENSG00000095209	TMEM38B	105694541	105776629	9	9509-4	3	SL019038	Trimeric intracellular cation channel type B	TM38B	Q9NVV0	55151	TMEM38B	S2	1	protein_coding
X9511.61	ENSG00000144227	NXPH2	138669157	138780390	2	9511-61	3	SL012390	Neurexophilin-2	NXPH2	O95156	11249	NXPH2	S2	-1	protein_coding
X9513.9	ENSG00000070388	FGF22	639879	644373	19	9513-9	3	SL007681	Fibroblast growth factor 22	FGF22	Q9HCT0	27006	FGF22	S1	1	protein_coding
X9514.46	ENSG00000159658	EFCAB14	46674659	46719146	1	9514-46	3	SL025898	EF-hand calcium-binding domain-containing protein 14:C-term	K0494:C-term	O75071	9813	EFCAB14	S2	-1	protein_coding
X9518.95	ENSG00000144837	PLA1A	119597875	119629811	3	9518-95	3	SL018995	Phospholipase A1 member A	PLA1A	Q53H76	51365	PLA1A	S1	1	protein_coding
X9522.3	ENSG00000156709	AIFM1	130124666	130165879	X	9522-3	3	SL003708	Apoptosis-inducing factor 1, mitochondrial	AIF	O95831	9131	AIFM1	S2	-1	protein_coding
X9523.34	ENSG00000135916	ITM2C	230864639	230879248	2	9523-34	3	SL025894	Integral membrane protein 2C:C-term	ITM2C:C-term	Q9NQX7	81618	ITM2C	S1	1	protein_coding
X9524.46	ENSG00000189357	SPATA31D4	81928428	81934998	9	9524-46	3	SL019067	Putative spermatogenesis-associated protein 31D4	S31D4	Q6ZUB0	389761	SPATA31D4	S1	1	protein_coding
X9525.1	ENSG00000112655	PTK7	43076307	43161719	6	9525-1	3	SL013388	Inactive tyrosine-protein kinase 7	PTK7	Q13308	5754	PTK7	S2	1	protein_coding
X9526.3	ENSG00000204140	CLPSL1	35781019	35793675	6	9526-3	3	SL019000	Colipase-like protein 1	COLL1	A2RUU4	340204	CLPSL1	S1	1	protein_coding
X9531.24	ENSG00000204482	LST1	31586124	31588909	6	9531-24	3	SL014572	Leukocyte-specific transcript 1 protein	LST1	O00453	7940	LST1	S2	1	protein_coding
X9532.5	ENSG00000166272	WBP1L	102743948	102834516	10	9532-5	3	SL019065	WW domain binding protein 1-like	WBP1L	Q9NX94	54838	WBP1L	S2	1	protein_coding
X9536.16	ENSG00000181562	EDDM3A	20745887	20748380	14	9536-16	3	SL012501	Epididymal secretory protein E3-alpha	EP3A	Q14507	10876	EDDM3A	S2	1	protein_coding
X9541.15	ENSG00000172318	B3GALT1	167293001	167874045	2	9541-15	3	SL019016	Beta-1,3-galactosyltransferase 1	B3GT1	Q9Y5Z6	8708	B3GALT1	S1	1	protein_coding
X9543.131	ENSG00000213380	COG8	69320140	69339583	16	9543-131	3	SL019061	Conserved oligomeric Golgi complex subunit 8	COG8	Q96MW5	84342	COG8	S1	-1	protein_coding
X9544.24	ENSG00000136275	PKD1L1-AS1	47795291	47819847	7	9544-24	3	SL019001	Uncharacterized protein C7orf69	CG069	Q9H7B7	80099	C7orf69	S1	1	lncRNA
X9545.156	ENSG00000113088	GZMK	55024256	55034570	5	9545-156	3	SL004563	Granzyme K	Granzyme K	P49863	3003	GZMK	S2	1	protein_coding
X9547.29	ENSG00000186998	EMID1	29205896	29259597	22	9547-29	3	SL012763	EMI domain-containing protein 1	EMID1	Q96A84	129080	EMID1	S1	1	protein_coding
X9550.153	ENSG00000052841	TTC17	43358920	43494933	11	9550-153	3	SL026022	Tetratricopeptide repeat protein 17:Tetratricopeptide repeat 2	TTC17:TPR2	Q96AE7	55761	TTC17	S1	1	protein_coding
X9557.5	ENSG00000111261	MANSC1	12326056	12350242	12	9557-5	3	SL018998	MANSC domain-containing protein 1	MANS1	Q9H8J5	54682	MANSC1	S2	-1	protein_coding
X9561.21	ENSG00000038427	VCAN	83471618	83582303	5	9561-21	3	SL008036	Versican core protein	CSPG2	P13611	1462	VCAN	S1	1	protein_coding
X9565.6	ENSG00000177425	PAWR	79574979	79690964	12	9565-6	3	SL007598	PRKC apoptosis WT1 regulator protein	PAWR	Q96IZ0	5074	PAWR	S1	-1	protein_coding
X9568.289	ENSG00000162897	FCAMR	206957965	206970625	1	9568-289	3	SL012746	High affinity immunoglobulin alpha and immunoglobulin mu Fc receptor	FCAMR	Q8WWV6	83953	FCAMR	S1	-1	protein_coding
X9569.14	ENSG00000168077	SCARA3	27633868	27676776	8	9569-14	3	SL025977	Scavenger receptor class A member 3:region 1	SCAR3:region 1	Q6AZY7	51435	SCARA3	S1	1	protein_coding
X9573.108	ENSG00000153066	TXNDC11	11679083	11742857	16	9573-108	3	SL026023	Thioredoxin domain-containing protein 11:N-term	TXD11:C-term	Q6PKC3	51061	TXNDC11	S1	-1	protein_coding
X9574.11	ENSG00000136717	BIN1	127048027	127107288	2	9574-11	3	SL019026	Myc box-dependent-interacting protein 1	BIN1	O00499	274	BIN1	S2	-1	protein_coding
X9576.58	ENSG00000130675	MNX1	156994051	157010663	7	9576-58	3	SL019054	Motor neuron and pancreas homeobox protein 1	MNX1	P50219	3110	MNX1	S1	-1	protein_coding
X9577.26	ENSG00000143858	SYT2	202590596	202710454	1	9577-26	3	SL019020	Synaptotagmin-2	SYT2	Q8N9I0	127833	SYT2	S1	-1	protein_coding
X9578.263	ENSG00000205693	MANSC4	27762427	27780236	12	9578-263	3	SL019041	MANSC domain-containing protein 4	MANS4	A6NHS7	100287284	MANSC4	S1	-1	protein_coding
X9579.59	ENSG00000135378	PRRG4	32829927	32858120	11	9579-59	3	SL018689	Transmembrane gamma-carboxyglutamic acid protein 4	TMG4	Q9BZD6	79056	PRRG4	S1	1	protein_coding
X9580.5	ENSG00000058085	LAMC2	183186238	183245127	1	9580-5	3	SL005798	Laminin subunit gamma-2	Laminin gamma-2	Q13753	3918	LAMC2	S2	1	protein_coding
X9581.4	ENSG00000101161	PRPF6	63981132	64033100	20	9581-4	3	SL025964	Pre-mRNA-processing factor 6:region 2	PRP6:region 2	O94906	24148	PRPF6	S1	1	protein_coding
X9582.93	ENSG00000106868	SUSD1	112040783	112175297	9	9582-93	3	SL011248	Sushi domain-containing protein 1	SUSD1	Q6UWL2	64420	SUSD1	S1	-1	protein_coding
X9583.17	ENSG00000101236	RNF24	3927309	4015558	20	9583-17	3	SL019021	RING finger protein 24	RNF24	Q9Y225	11237	RNF24	S1	-1	protein_coding
X9585.80	ENSG00000166250	CLMP	123069872	123195291	11	9585-80	3	SL025781	CXADR-like membrane protein:Cytoplasmic domain	ACAM:CD	Q9H6B4	79827	CLMP	S2	-1	protein_coding
X9590.10	ENSG00000115944	COX7A2L	42333546	42425088	2	9590-10	3	SL019040	Cytochrome c oxidase subunit 7A-related protein, mitochondrial	COX7R	O14548	9167	COX7A2L	S2	-1	protein_coding
X9594.30	ENSG00000145740	SLC30A5	69093991	69131069	5	9594-30	3	SL019023	Zinc transporter 5	ZNT5	Q8TAD4	64924	SLC30A5	S2	1	protein_coding
X9595.11	ENSG00000117411	B4GALT2	43978943	43991170	1	9595-11	3	SL019028	Beta-1,4-galactosyltransferase 2	B4GT2	O60909	8704	B4GALT2	S2	1	protein_coding
X9598.23	ENSG00000183117	CSMD1	2935353	4994972	8	9598-23	3	SL019047	CUB and sushi domain-containing protein 1	CSMD1	Q96PZ7	64478	CSMD1	S1	-1	protein_coding
X9599.6	ENSG00000139200	PIANP	6693791	6700815	12	9599-6	3	SL019019	PILR alpha-associated neural protein	PIANP	Q8IYJ0	196500	PIANP	S2	-1	protein_coding
X9600.55	ENSG00000005108	THSD7A	11370365	11832198	7	9600-55	3	SL026001	Thrombospondin type-1 domain-containing protein 7A:Thrombospondin type-1 domain 17	THS7A:TSP type-1 domain 17	Q9UPZ6	221981	THSD7A	S1	-1	protein_coding
X9603.9	ENSG00000142677	IL22RA1	24119771	24143140	1	9603-9	3	SL007806	Interleukin-22 receptor subunit alpha-1	IL22RA1	Q8N6P7	58985	IL22RA1	S1	-1	protein_coding
X9604.14	ENSG00000140937	CDH11	64943753	65126112	16	9604-14	3	SL025810	Cadherin-11:Extracellular domain	Cadherin-11:ECD	P55287	1009	CDH11	S2	-1	protein_coding
X9606.4	ENSG00000143552	NUP210L	153992690	154155116	1	9606-4	3	SL019046	Nuclear pore membrane glycoprotein 210-like	P210L	Q5VU65	91181	NUP210L	S1	-1	protein_coding
X9607.39	ENSG00000187533	PRR27	70133616	70176799	4	9607-39	3	SL019004	Proline-rich protein 27	CD040	Q6MZM9	401137	PRR27	S1	1	protein_coding
X9609.25	ENSG00000063587	ZNF275	153334147	153360110	X	9609-25	3	SL019042	Zinc finger protein 275	ZN275	Q9NSD4	10838	ZNF275	S2	1	protein_coding
X9627.15	ENSG00000205221	VIT	36696690	36814794	2	9627-15	3	SL012611	Vitrin	VITRN	Q6UXI7	5212	VIT	S2	1	protein_coding
X9638.2	ENSG00000181847	TIGIT	114276913	114310288	3	9638-2	3	SL017103	T-cell immunoreceptor with Ig and ITIM domains	TIGIT	Q495A1	201633	TIGIT	S1	1	protein_coding
X9713.67	ENSG00000104213	PDGFRL	17576433	17644071	8	9713-67	3	SL012503	Platelet-derived growth factor receptor-like protein	PGFRL	Q15198	5157	PDGFRL	S2	1	protein_coding
X9715.15	ENSG00000143061	IGSF3	116574399	116667755	1	9715-15	3	SL019112	Immunoglobulin superfamily member 3	IGSF3	O75054	3321	IGSF3	S2	-1	protein_coding
X9719.145	ENSG00000156103	MMP16	88032011	88328025	8	9719-145	3	SL003331	Matrix metalloproteinase-16	MMP-16	P51512	4325	MMP16	S2	-1	protein_coding
X9723.105	ENSG00000173269	MMRN2	86935540	86969481	10	9723-105	3	SL005610	Multimerin-2	EMILIN-3	Q9H8L6	79812	MMRN2	S2	-1	protein_coding
X9728.4	ENSG00000100814	CCNB1IP1	20311368	20333312	14	9728-4	3	SL019116	E3 ubiquitin-protein ligase CCNB1IP1	CIP1	Q9NPC3	57820	CCNB1IP1	S1	-1	protein_coding
X9730.22	ENSG00000167925	GHDC	42188799	42194513	17	9730-22	3	SL019117	GH3 domain-containing protein	GHDC	Q8N2G8	84514	GHDC	S1	-1	protein_coding
X9735.44	ENSG00000153283	CD96	111292719	111665996	3	9735-44	3	SL019066	T-cell surface protein tactile	TACT	P40200	10225	CD96	S2	1	protein_coding
X9738.7	ENSG00000113194	FAF2	176447628	176510074	5	9738-7	3	SL017982	FAS-associated factor 2	FAF2	Q96CS3	23197	FAF2	S2	1	protein_coding
X9739.4	ENSG00000095002	MSH2	47403067	47663146	2	9739-4	3	SL019140	DNA mismatch repair protein Msh2	MSH2	P43246	4436	MSH2	S1	1	protein_coding
X9742.59	ENSG00000198563	DDX39B	31530219	31542448	6	9742-59	3	SL012974	Spliceosome RNA helicase DDX39B	BAT1	Q13838	7919	DDX39B	S2	-1	protein_coding
X9744.139	ENSG00000140403	DNAJA4	78264086	78282196	15	9744-139	3	SL019145	DnaJ homolog subfamily A member 4	DNJA4	Q8WW22	55466	DNAJA4	S2	1	protein_coding
X9745.20	ENSG00000135930	EIF4E2	232550659	232583644	2	9745-20	3	SL019146	Eukaryotic translation initiation factor 4E type 2	IF4E2	O60573	9470	EIF4E2	S1	1	protein_coding
X9747.48	ENSG00000075413	MARK3	103385377	103503831	14	9747-48	3	SL014750	MAP/microtubule affinity-regulating kinase 3	MARK3	P27448	4140	MARK3	S2	1	protein_coding
X9748.31	ENSG00000134202	GSTM3	109733932	109741038	1	9748-31	3	SL005394	Glutathione S-transferase Mu 3	GSTM3-3	P21266	2947	GSTM3	S2	-1	protein_coding
X9749.190	ENSG00000136167	LCP1	46125920	46211871	13	9749-190	3	SL004609	Plastin-2	L-plastin	P13796	3936	LCP1	S2	-1	protein_coding
X9750.7	ENSG00000196154	S100A4	153543613	153550136	1	9750-7	3	SL004821	Protein S100-A4	S100A4	P26447	6275	S100A4	S2	-1	protein_coding
X9751.72	ENSG00000065978	YBX1	42682418	42703805	1	9751-72	3	SL004597	Nuclease-sensitive element-binding protein 1	NSEP1	P67809	4904	YBX1	S2	1	protein_coding
X9753.17	ENSG00000092820	EZR	158765741	158819368	6	9753-17	3	SL003645	Ezrin	Ezrin	P15311	7430	EZR	S2	-1	protein_coding
X9754.33	ENSG00000124588	NQO2	2987987	3019755	6	9754-33	3	SL006251	Ribosyldihydronicotinamide dehydrogenase [quinone]	Quinone reductase 2	P16083	4835	NQO2	S2	1	protein_coding
X9755.19	ENSG00000136279	DBNL	44044640	44069456	7	9755-19	3	SL011628	Drebrin-like protein	DBNL	Q9UJU6	28988	DBNL	S2	1	protein_coding
X9756.6	ENSG00000149591	TAGLN	117199370	117207464	11	9756-6	3	SL008169	Transgelin	TAGL	Q01995	6876	TAGLN	S2	1	protein_coding
X9757.29	ENSG00000154380	ENAH	225486765	225653142	1	9757-29	3	SL019147	Protein enabled homolog	ENAH	Q8N8S7	55740	ENAH	S2	-1	protein_coding
X9758.17	ENSG00000198034	RPS4X	72255679	72277248	X	9758-17	3	SL019148	40S ribosomal protein S4, X isoform	RS4X	P62701	6191	RPS4X	S2	-1	protein_coding
X9759.13	ENSG00000131203	IDO1	39902275	39928790	8	9759-13	3	SL004828	Indoleamine 2,3-dioxygenase 1	INDO	P14902	3620	IDO1	S1	1	protein_coding
X9760.13	ENSG00000050748	MAPK9	180233143	180292099	5	9760-13	3	SL004716	Mitogen-activated protein kinase 9	JNK2	P45984	5601	MAPK9	S2	-1	protein_coding
X9761.89	ENSG00000134333	LDHA	18394560	18408425	11	9761-89	3	SL019149	L-lactate dehydrogenase A chain	LDHA	P00338	3939	LDHA	S2	1	protein_coding
X9762.14	ENSG00000125753	VASP	45506579	45526989	19	9762-14	3	SL011198	Vasodilator-stimulated phosphoprotein	VASP	P50552	7408	VASP	S2	1	protein_coding
X9764.79	ENSG00000169813	HNRNPF	43385617	43409186	10	9764-79	3	SL008128	Heterogeneous nuclear ribonucleoprotein F	HNRPF	P52597	3185	HNRNPF	S2	-1	protein_coding
X9765.4	ENSG00000072864	NDE1	15643267	15734691	16	9765-4	3	SL019150	Nuclear distribution protein nudE homolog 1	NDE1	Q9NXR1	54820	NDE1	S1	1	protein_coding
X9767.22	ENSG00000147223	RIPPLY1	106900063	106903341	X	9767-22	3	SL019120	Protein ripply1	RIPP1	Q0D2K3	92129	RIPPLY1	S1	-1	protein_coding
X9768.5	ENSG00000110324	IL10RA	117986370	118003037	11	9768-5	3	SL025887	Interleukin-10 receptor subunit alpha:Cytoplasmic domain	IL-10 Ra:CD	Q13651	3587	IL10RA	S1	1	protein_coding
X9769.48	ENSG00000187957	DNER	229357629	229714555	2	9769-48	3	SL025836	Delta and Notch-like epidermal growth factor-related receptor:Extracellular domain	DNER:ECD	Q8NFT8	92737	DNER	S2	-1	protein_coding
X9772.153	ENSG00000169992	NLGN2	7404874	7419860	17	9772-153	3	SL025945	Neuroligin-2:Extracellular domain	NLGN2:ECD	Q8NFZ4	57555	NLGN2	S2	1	protein_coding
X9773.15	ENSG00000163162	RNF149	101271219	101308701	2	9773-15	3	SL008809	E3 ubiquitin-protein ligase RNF149	RN149	Q8NC42	284996	RNF149	S1	-1	protein_coding
X9774.59	ENSG00000170153	RNF150	140859807	141212877	4	9774-59	3	SL018010	RING finger protein 150	RN150	Q9ULK6	57484	RNF150	S1	-1	protein_coding
X9778.45	ENSG00000165685	TMEM52B	10170542	10191804	12	9778-45	3	SL019131	Transmembrane protein 52B	TM52B	Q4KMG9	120939	TMEM52B	S2	1	protein_coding
X9779.63	ENSG00000122557	HERPUD2	35632659	35697459	7	9779-63	3	SL019130	Homocysteine-responsive endoplasmic reticulum-resident ubiquitin-like domain member 2 protein	HERP2	Q9BSE4	64224	HERPUD2	S1	-1	protein_coding
X9783.75	ENSG00000007923	DNAJC11	6634168	6701924	1	9783-75	3	SL019128	DnaJ homolog subfamily C member 11	DJC11	Q9NVH1	55735	DNAJC11	S1	-1	protein_coding
X9786.310	ENSG00000137331	IER3	30743199	30744548	6	9786-310	3	SL019125	Radiation-inducible immediate-early gene IEX-1	IEX1	P46695	8870	IER3	S2	-1	protein_coding
X9787.23	ENSG00000158270	COLEC12	316737	500722	18	9787-23	3	SL007471	Collectin-12	COLEC12	Q5KU26	81035	COLEC12	S1	-1	protein_coding
X9789.52	ENSG00000054654	SYNE2	63761899	64226433	14	9789-52	3	SL005755	Nesprin-2	Nesprin-2	Q8WXH0	23224	SYNE2	S2	1	protein_coding
X9790.28	ENSG00000174672	BRSK2	1389899	1462689	11	9790-28	3	SL005451	Serine/threonine-protein kinase BRSK2	BR serine/threonine kinase 2	Q8IWQ3	9024	BRSK2	S2	1	protein_coding
X9793.145	ENSG00000103742	IGDCC4	65381484	65422947	15	9793-145	3	SL019123	Immunoglobulin superfamily DCC subclass member 4	IGDC4	Q8TDY8	57722	IGDCC4	S2	-1	protein_coding
X9794.17	ENSG00000123815	COQ8B	40691514	40725784	19	9794-17	3	SL019122	AarF domain-containing protein kinase 4	ADCK4	Q96D53	79934	COQ8B	S1	-1	protein_coding
X9795.9	ENSG00000102805	CLN5	76990660	77019143	13	9795-9	3	SL025818	Ceroid-lipofuscinosis neuronal protein 5:Cytoplasmic domain	CLN5:CD	O75503	1203	CLN5	S1	1	protein_coding
